questionId,stimulus,stem,rationale,answerOptions,correct_answer,difficulty,score_band_range_cd,skill_desc,primary_class_cd_desc,flesch_reading_ease,grade_level,mcalpine_efl,reading_time_passage_only,reading_time_whole_question,reasoning_steps,key_sentences,distractor_complexity
3d91c973,"Mosasaurs were large marine reptiles that lived in the Late Cretaceous period, approximately 100 million to 66 million years ago. Celina Suarez, Alberto Pundefinedrez-Huerta, and T. Lynn Harrell Jr. examined oxygen-18 isotopes in mosasaur tooth enamel in order to calculate likely mosasaur body temperatures and determined that mosasaurs were endothermic—that is, they used internal metabolic processes to maintain a stable body temperature in a variety of ambient temperatures. Suarez, Pundefinedrez-Huerta, and Harrell claim that endothermy would have enabled mosasaurs to include relatively cold polar waters in their range.","Which finding, if true, would most directly support Suarez, Pundefinedrez-Huerta, and Harrell’s claim?","Choice C is the best answer because it presents the finding that, if true, would best support Suarez, Pundefinedrez-Huerta, and Harrell’s claim about mosasaurs. The text states that Suarez, Pundefinedrez-Huerta, and Harrell’s research on mosasaur tooth enamel led them to conclude that mosasaurs were endothermic, which means that they could live in waters at many different temperatures and still maintain a stable body temperature. The researchers claim that endothermy enabled mosasaurs to live in relatively cold waters near the poles. If several mosasaur fossils have been found in areas that were near the poles during the period when mosasaurs were alive and fossils of nonendothermic marine reptiles are rare in such locations, that would support the researchers’ claim: it would show that mosasaurs inhabited polar waters but nonendothermic marine mammals tended not to, suggesting that endothermy may have been the characteristic that enabled mosasaurs to include polar waters in their range. Choice A is incorrect because finding that it’s easier to determine mosasaur body temperatures from tooth enamel data than it is to determine nonendothermic reptile body temperatures wouldn’t support the researchers’ claim. Whether one research process is more difficult than another indicates nothing about the results of those processes and therefore is irrelevant to the issue of where mosasaurs lived and what enabled them to live in those locations. 
 Choice B is incorrect because finding roughly equal numbers of mosasaur and nonendothermic marine reptile fossils in areas that were near the poles in the Late Cretaceous would suggest that endothermy didn’t give mosasaurs any particular advantage when it came to expanding their range to include relatively cold polar waters, thereby weakening the researchers’ claim rather than supporting it. Choice D is incorrect because finding that the temperature of seawater in the Late Cretaceous was warmer than seawater today wouldn’t weaken the researchers’ claim. Seawater in the Late Cretaceous could have been warmer than seawater today but still cold enough for endothermy to be advantageous to mosasaurs, so this finding wouldn’t provide enough information to either support or weaken the researchers’ claim. ","['Mosasaurs’ likely body temperatures are easier to determine from tooth enamel oxygen-18 isotope data than the body temperatures of nonendothermic Late Cretaceous marine reptiles are.', 'Fossils of both mosasaurs and nonendothermic marine reptiles have been found in roughly equal numbers in regions known to be near the poles during the Late Cretaceous, though in lower concentrations than elsewhere.', 'Several mosasaur fossils have been found in regions known to be near the poles during the Late Cretaceous, while relatively few fossils of nonendothermic marine reptiles have been found in those locations. ', 'During the Late Cretaceous, seawater temperatures were likely higher throughout mosasaurs’ range, including near the poles, than seawater temperatures at those same latitudes are today. ']",C,H,6,Command of Evidence,Information and Ideas,36.69,13.0,22.0,28.36,68.54,1,"['Mosasaurs were large marine reptiles that lived in the Late Cretaceous period, approximately 100 million to 66 million years ago.', 'Celina Suarez, Alberto Pundefinedrez-Huerta, and T. Lynn Harrell Jr. examined oxygen-18 isotopes in mosasaur tooth enamel in order to calculate likely mosasaur body temperatures and determined that mosasaurs were endothermic—that is, they used internal metabolic processes to maintain a stable body temperature in a variety of ambient temperatures.', 'Suarez, Pundefinedrez-Huerta, and Harrell claim that endothermy would have enabled mosasaurs to include relatively cold polar waters in their range.']",0.672027587890625
66c47028,"In 1934 physicist Eugene Wigner posited the existence of a crystal consisting entirely of electrons in a honeycomb-like structure. The so-called Wigner crystal remained largely conjecture, however, until Feng Wang and colleagues announced in 2021 that they had captured an image of one. The researchers trapped electrons between two semiconductors and then cooled the apparatus, causing the electrons to settle into a crystalline structure. By inserting an ultrathin sheet of graphene above the crystal, the researchers obtained an impression—the first visual confirmation of the Wigner crystal.",Which choice best states the main idea of the text?,"Choice A is the best answer because it most accurately states the main idea of the text. According to the text, Eugene Wigner hypothesized that a crystal could exist that would be composed of electrons and have a honeycomb-like shape. The text goes on to say that the existence of the Wigner crystal remained unconfirmed until Feng Wang and colleagues were able to make an impression of one using two semiconductors and an ultrathin sheet of graphene. Thus, the main idea is that researchers have obtained the most definitive evidence to date of the existence of the Wigner crystal. Choice B is incorrect because the text focuses on one kind of crystal—the Wigner crystal— and doesn’t discuss crystalline structures in general. And although the text conveys that Wang and colleagues figured out a way to capture an image of a Wigner crystal, it doesn’t address the idea of applying this approach to other types of crystals. Choice C is incorrect because the text describes in general the process Wang and colleagues followed to obtain an impression of the Wigner crystal; it doesn’t address the relative importance of each component in that process. Choice D is incorrect because the text doesn’t state that researchers had a hard time getting an impression of the Wigner crystal because of its honeycomb structure. Nothing in the text indicates why it took so long to prove the existence of this crystal or take an impression of it. ","['Researchers have obtained the most definitive evidence to date of the existence of the Wigner crystal.', 'Researchers have identified an innovative new method for working with unusual crystalline structures.', 'Graphene is the most important of the components required to capture an image of a Wigner crystal.', ' It’s difficult to acquire an image of a Wigner crystal because of the crystal’s honeycomb structure.']",A,M,5,Central Ideas and Details,Information and Ideas,41.19,13.0,28.8,26.79,47.01,1,"['In 1934 physicist Eugene Wigner posited the existence of a crystal consisting entirely of electrons in a honeycomb-like structure.', 'The so-called Wigner crystal remained largely conjecture, however, until Feng Wang and colleagues announced in 2021 that they had captured an image of one.']",0.5639415979385376
7cbb9764,"Accomplished printmaker and sculptor Elizabeth Catlett (1915–2012) used her art to explore the Black experience in the United States. In a paper for an art history class, a student claims that Catlett had a particular talent for unifying various artistic traditions and styles in her work.",Which quotation from a scholar describing Catlett’s work would best support the student’s claim?,"Choice A is the best answer because it presents a quotation about Elizabeth Catlett that supports the student’s claim that this artist had a talent for unifying various traditions and styles in her work. The quotation explains that to create the work, Catlett combined Indigenous sculpture with the visual aesthetic of modern muralists from Mexico as well as that of German artist Kathe Kollwitz. In other words, Catlett was able to unify several artistic traditions and styles within a single sculpture. Choice B is incorrect because in discussing the technique and subject matter of Catlett’s collage, the quotation makes no reference to particular traditions or styles. Choice C is incorrect because in describing the sculpture, the quotation doesn’t mention any artistic traditions or styles that Catlett may have synthesized to create the work. Choice D is incorrect because in discussing Catlett’s prints of notable African American women, the quotation doesn’t characterize those prints as having fused different traditions or styles. ","['“In Mother and Child, a sculpture of two Black figures, Catlett used an ancient Indigenous sculpting technique and combined the visual aesthetic of modern Mexican muralists with that of German artist Kathe Kollwitz.” ', '“In her collage New Generation, Catlett overlaid fabric onto the canvas to represent the clothing of a father and his toddler, positioned to evoke classic images of a mother and child.”', '“Created in 1968, Catlett’s sculpture Black Unity, a stylized fist sculpted from mahogany and measuring two feet across, remains an important piece and has received renewed and well-deserved attention in recent years.”', '“One series of Catlett’s prints, made by the artist using the linoleum cut method, depicts several notable African American women, including Harriet Tubman and Sojourner Truth.” ']",A,M,5,Command of Evidence,Information and Ideas,48.13,13.0,32.5,12.82,52.78,1,"['Accomplished printmaker and sculptor Elizabeth Catlett (1915–2012) used her art to explore the Black experience in the United States.', 'In a paper for an art history class, a student claims that Catlett had a particular talent for unifying various artistic traditions and styles in her work.']",0.5891819000244141
e677fa6c,"The following text is adapted from Edgar Allan Poe’s 1849 story “Landor’s Cottage.”

During a pedestrian trip last summer, through one or two of the river counties of New York, I found myself, as the day declined, somewhat embarrassed about the road I was pursuing. The land undulated very remarkably; and my path, for the last hour, had wound about and about so confusedly, in its effort to keep in the valleys, that I no longer knew in what direction lay the sweet village of B——, where I had determined to stop for the night.
",Which choice best states the main idea of the text?,"Choice A is the best answer. The narrator is “embarrassed” about the route he took, which ends up leaving him lost and confused about how to get to his destination for the evening. Choice B is incorrect. This choice doesn’t match the passage. The narrator is embarrassed, rather than fond, and he doesn’t describe the beauty of the place. Choice C is incorrect. This choice doesn’t match the passage. We don’t know from this excerpt whether or not the narrator has visited this part of New York multiple times. Choice D is incorrect. This choice doesn’t match the passage. The narrator doesn’t explain how he overcame being lost in this excerpt. ","['The narrator remembers a trip he took and admits to getting lost.', 'The narrator recalls fond memories of a journey that he took through some beautiful river counties.', 'The narrator describes what he saw during a long trip through a frequently visited location.', 'The narrator explains the difficulties he encountered on a trip and how he overcame them.']",A,M,5,Central Ideas and Details,Information and Ideas,56.22,9.0,45.7,22.74,40.23,1,"['The following text is adapted from Edgar Allan Poe’s 1849 story “Landor’s Cottage.”\n\nDuring a pedestrian trip last summer, through one or two of the river counties of New York, I found myself, as the day declined, somewhat embarrassed about the road I was pursuing.']",0.5064875483512878
67b59a67,"Plants like potatoes, tomatoes, and soybeans are susceptible to bacterial wilt disease caused by the bacteria Ralstonia solanacearum. A multinational team of scientists led by Zhong Wei studied whether other microbes in the soil might influence the degree to which plants are affected by the disease. The team sampled soil surrounding individual tomato plants over time and compared the results of plants that became diseased with those that remained healthy. They concluded that the presence of certain microbes in the soil might explain the difference between healthy and diseased plants.","Which finding, if true, would most directly support the team’s conclusion?","Choice A is the best answer. This choice provides evidence that directly links the presence of R. solanacearum-inhibiting microbes in the soil to the health of tomato plants. Choice B is incorrect. This choice would weaken the team’s conclusion. It suggests that the presence of the disease-causing bacteria had no effect on the health of the tomato plants. Choice C is incorrect. This choice doesn’t support the team’s conclusion. The conclusion is about microbes, not soil moisture. Choice D is incorrect. This choice would weaken the team’s conclusion. It suggests that the presence of the bacteria-inhibiting microbe in soil had no effect on the health of the tomato plants. ","['The soil surrounding healthy plants contained significantly higher concentrations of microbes known to inhibit Ralstonia solanacearum than the soil surrounding diseased plants did.', 'The soil surrounding the plants contained high concentrations of Ralstonia solanacearum regardless of whether the plants were affected by wilt disease.', 'The soil surrounding healthy plants tended to have significantly higher moisture levels than the soil surrounding diseased plants did. ', 'By the end of the experiment, over half the plants had been affected by wilt disease regardless of differences in the types and concentrations of microbes in the surrounding soil. ']",A,M,5,Command of Evidence,Information and Ideas,48.64,13.0,29.3,26.31,58.82,1,"['Plants like potatoes, tomatoes, and soybeans are susceptible to bacterial wilt disease caused by the bacteria Ralstonia solanacearum.', 'A multinational team of scientists led by Zhong Wei studied whether other microbes in the soil might influence the degree to which plants are affected by the disease.']",0.586198627948761
09f9edb0,"In the 1980s, many musicians and journalists in the English-speaking world began to draw attention to music from around the globe—such as mbaqanga from South Africa and quan họ from Vietnam—that can’t be easily categorized according to British or North American popular music genres, typically referring to such music as “world music.” While some scholars have welcomed this development for bringing diverse musical forms to prominence in countries where they’d previously been overlooked, musicologist Su Zheng claims that the concept of world music homogenizes highly distinct traditions by reducing them all to a single category.","Which finding about mbaqanga and quan họ, if true, would most directly support Zheng’s claim?","Choice A is the best answer. Zheng’s claim is that the idea of world music “homogenizes” (meaning makes similar) distinct kinds of music by reducing them to one category. In other words, Zheng thinks the concept of world music is a harmful oversimplification of diverse musical forms. To support this claim, we need evidence that these musical traditions are so different from one another that they should not fall into the same category. If it’s true that mbaqanga and quan họ developed separately and have little in common musically, then it wouldn’t make sense to lump them into the same category. Choice B is incorrect. If true, this wouldn’t affect the claim. To support the claim, we need evidence that these musical traditions are so different from one another that they should not fall into the same category. A difference in popularity doesn’t necessarily mean that the two musical traditions shouldn’t be categorized together: instead, we need to know if the music itself is similar or different. Choice C is incorrect. If true, this wouldn’t affect the claim. To support the claim, we need evidence that these musical traditions are so different from each other that they should not fall into the same category. This choice doesn’t do that. Choice D is incorrect. If true, this would actually weaken the claim. Zheng thinks it’s reductive or oversimplifying to put distinct musical traditions into a single category. But if mbaqanga and quan họ are similar to each other, then it would make sense to put them in the same category. ","['Mbaqanga and quan họ developed independently of each other and have little in common musically.', 'Mbaqanga is significantly more popular in the English-speaking world than quan họ is. ', 'Mbaqanga and quan họ are now performed by a diverse array of musicians with no direct connections to South Africa or Vietnam. ', 'Mbaqanga and quan họ are highly distinct from British and North American popular music genres but similar to each other.']",A,H,6,Command of Evidence,Information and Ideas,14.8,13.0,60.5,28.26,51.26,0,"['In the 1980s, many musicians and journalists in the English-speaking world began to draw attention to music from around the globe—such as mbaqanga from South Africa and quan họ from Vietnam—that can’t be easily categorized according to British or North American popular music genres, typically referring to such music as “world music.” While some scholars have welcomed this development for bringing diverse musical forms to prominence in countries where they’d previously been overlooked, musicologist Su Zheng claims that the concept of world music homogenizes highly distinct traditions by reducing them all to a single category.']",0.5191299915313721
9731a22b,"Paleontologist Lucas E. Fiorelli and colleagues have reported the discovery at a mine in Brazil of several egg clutches, partially preserved single eggs, and egg shells from the Late Cretaceous period. The researchers have concluded that the area was once a nesting and breeding site for titanosaurs, a group of sauropod dinosaurs. The finding is significant given the previous lack of known nesting sites in northern regions of South America, which led many paleontologists to assume that titanosaurs migrated south to lay eggs.",What does the text most strongly suggest about the site discovered by the researchers?,"Choice D is the best answer because it presents a statement about the site discovered by the researchers that is supported by the text. The text discusses Fiorelli and colleagues’ discovery of egg clutches, single eggs, and eggshells in a Brazilian mine. According to the text, the presence of these eggs, which are from the Late Cretaceous period, led the researchers to conclude that the location was once a nesting and breeding site for titanosaurs. The text then explains that the finding is important because of the “previous lack of known nesting sites in northern regions of South America.” If there haven’t been any other discoveries of a nesting site in South America’s northern regions and the site in the Brazilian mine is the first, then the text strongly suggests that the site is farther north than other nesting sites that have been discovered in South America. Choice A is incorrect because the text doesn’t suggest that the site discovered by Fiorelli and colleagues is the earliest titanosaur nesting and breeding site known to paleontologists but rather that it’s the first nesting site found in northern regions of South America. Moreover, the text doesn’t suggest how the timeline of the newly discovered site compares with that of other titanosaur nesting and breeding sites. Choice B is incorrect because there is no mention in the text about any difficulties that Fiorelli and colleagues faced when they were excavating the nesting and breeding site in the Brazilian mine. Choice C is incorrect because the text doesn’t support the idea that the nesting and breeding site in the Brazilian mine was occupied by sauropods other than titanosaurs. The text simply mentions that titanosaurs are sauropod dinosaurs and presents the researchers’ conclusion that the site they discovered was for titanosaurs. ","['It is the earliest known example of a titanosaur nesting and breeding site.', 'It was very difficult to excavate given that it was discovered in a mine.', 'It may have been occupied by other sauropods in addition to titanosaurs.', 'It is farther north than any other nesting site discovered in South America.']",D,H,6,Central Ideas and Details,Information and Ideas,50.36,14.0,28.0,23.48,40.34,1,"['Paleontologist Lucas E. Fiorelli and colleagues have reported the discovery at a mine in Brazil of several egg clutches, partially preserved single eggs, and egg shells from the Late Cretaceous period.']",0.5080087780952454
db876fd5,"Songbirds learn to respond to and imitate their species’ songs from an early age. With each generation, small differences are introduced that result in distinct variations—called dialects—among geographically isolated populations of the same species. A research study examined whether twelve-day-old Ficedula hypoleuca (pied flycatcher) nestlings prefer local dialects over the unfamiliar dialects of nonlocal F. hypoleuca populations: the more begging calls the nestlings made in response to a song, the stronger their preference. The researchers found that nestlings produced more begging calls in response to their own dialect than to nonlocal dialects. Since song preference plays a role in songbird mate selection, the finding suggests that ______blank",Which choice most logically completes the text?,"Choice C is the best answer. Because “song preference plays a role in songbird mate selection,” and because F. hypoleuca nestlings display a preference for local dialects, we can infer that they will be more likely to choose mates from local populations. Choice A is incorrect. We don’t have any information suggesting that this preference disappears, so there’s no basis for this inference. Choice B is incorrect. Although the passage discusses the number of begging calls made in response to various F. hypoleuca dialects, no mention is made about the amount of food received based on dialect preference. Therefore, there’s no basis for this inference. Choice D is incorrect. There’s no mention in the passage of methods of other types of local songbirds, so there’s no basis for this inference. ","['F. hypoleuca nestlings’ preference for their own dialect likely disappears as they mature to promote socialization between different F. hypoleuca populations.', 'F. hypoleuca nestlings who show an early preference for their own dialect are likely to receive more food from their caretakers than nestlings who show no preferences among any F. hypoleuca dialects. ', 'F. hypoleuca nestlings’ preference for their own dialect likely drives them when they mature to reproduce with other F. hypoleuca from local rather than nonlocal populations.  ', 'F. hypoleuca nestlings show a preference for both local F. hypoleuca dialects and the songs of other local songbirds over the songs of nonlocal birds of any species.']",C,M,5,Inferences,Information and Ideas,44.95,12.0,22.3,34.19,67.49,1,"['Songbirds learn to respond to and imitate their species’ songs from an early age.', 'A research study examined whether twelve-day-old Ficedula hypoleuca (pied flycatcher) nestlings prefer local dialects over the unfamiliar dialects of nonlocal F. hypoleuca populations: the more begging calls the nestlings made in response to a song, the stronger their preference.']",0.6110864281654358
c228bd45,"The following text is adapted from Edith Nesbit’s 1906 novel The Railway Children.

Mother did not spend all her time in paying dull [visits] to dull ladies, and sitting dully at home waiting for dull ladies to pay [visits] to her. She was almost always there, ready to play with the children, and read to them, and help them to do their home-lessons. Besides this she used to write stories for them while they were at school, and read them aloud after tea, and she always made up funny pieces of poetry for their birthdays and for other great occasions.","According to the text, what is true about Mother?","Choice C is the best answer because it describes something that is true of Mother, as presented in the text. The text indicates that in addition to other activities, Mother writes stories for her children while they are at school and makes up “funny pieces of poetry” for certain occasions. Choice A is incorrect because the text suggests that Mother prefers to spend her time with her children and doesn’t sit at home hoping that ladies will visit her. Choice B is incorrect because the text says only that Mother makes up poetry for the children’s birthdays, not that she likes birthdays more than other special occasions. Choice D is incorrect because the text doesn’t suggest that Mother prefers reading to her children over the other activities she does with them, such as playing with them and writing stories and poems for them. ","['She wishes that more ladies would visit her.', 'Birthdays are her favorite special occasion. ', 'She creates stories and poems for her children.', 'Reading to her children is her favorite activity. ']",C,E,3,Central Ideas and Details,Information and Ideas,71.48,8.0,34.5,23.84,34.3,1,['The following text is adapted from Edith Nesbit’s 1906 novel The Railway Children.'],0.41448864340782166
0c622cfb,"Although it’s clear that Mars once had liquid water on its surface, astronomers have debated whether the evidence of ancient water reflects a prolonged phase of warm, wet conditions—the so-called wet and warm scenario—or a brief period of melting in an otherwise consistently frozen environment. Researchers Benjamin T. Cardenas and Michael P. Lamb recently added to this debate by using data from NASA and the Mars Orbiter Laser Altimeter to map the topography of what is now a large basin in Mars’s northern hemisphere. Cardenas and Lamb concluded that the wet and warm scenario is likely correct.  ","Which finding about the basin, if true, would most directly support Cardenas and Lamb’s conclusion?","Choice B is the best answer. This choice provides direct support for the researchers’ conclusion. If the basin once held an ocean of liquid water for ""an extended time,"" that supports the ""wet and warm scenario"" on Mars, which involved a ""prolonged"" period of temperate conditions (and not just a ""brief period of melting"").Choice A is incorrect. This choice doesn’t provide support for the researchers’ conclusions. The dimensions of the basin have little bearing on whether or not it was filled with liquid water, and for how long, and that’s the evidence that would support the ""wet and warm"" theory. Similarly, whether or not the basin was formed by an asteroid or a comet is irrelevant to the question of whether or not there was water in the basin for a long period. Choice C is incorrect. This choice does not provide support for the researchers’ conclusions, but rather the opposite. A ""massive but short lived influx"" of liquid water is not the same as a ""prolonged phase of warm, wet conditions."" It more reflects the opposing theory, a ""brief period of melting."" Choice D is incorrect. This choice does not support Cardenas and Lamb’s conclusion. Both theories about liquid water on Mars (""wet and warm"" and ""brief period of melting"") involve flowing water, but lava isn’t mentioned at all in the text. Therefore, this choice doesn’t provide exclusive support for either theory.","['Its dimensions and shape indicate that it is unlikely to have formed as the result of an asteroid or comet impact. ', 'It has features suggesting that it once held an ocean that underwent gradual sea-level changes over an extended time.', 'Its physical characteristics are most consistent with it having formed as a result of a massive but short-lived influx of liquid water.', 'It is surrounded by channels that could have been formed either by running water or by flowing lava. ']",B,M,5,Command of Evidence,Information and Ideas,51.78,13.0,26.4,26.42,51.37,1,"['Researchers Benjamin T. Cardenas and Michael P. Lamb recently added to this debate by using data from NASA and the Mars Orbiter Laser Altimeter to map the topography of what is now a large basin in Mars’s northern hemisphere.', 'Cardenas and Lamb concluded that the wet and warm scenario is likely correct.']",0.3130511939525604
7edfb2c5,"Flint artifacts dating to 800,000 to 1,000,000 years ago have been recovered from the Evron Quarry in Israel. Likely created by the hominin Homo erectus, the artifacts have no visual features suggesting that they were exposed to fire, leading some scholars to conclude that these hominins had not acquired control of fire. But Zane Stepka and colleagues recently used a new method to determine whether these artifacts had been exposed to temperatures above 400°C (the typical temperature campfires reach) and concluded that the hominins who inhabited the site may have had control of fire. ",Which choice best describes data in the graph that support the team’s conclusion?,"Choice B is the best answer. Campfires typically reach over 400°C, so human artifacts that were exposed to temperatures higher than this may indicate some human control over fire. Choice A is incorrect. This choice misreads the graph. Neither artifact K3_9 nor K5_106 was exposed to temperatures above even 200°C. Choice C is incorrect. This choice doesn’t support the claim. Campfires typically reach over 400°C, so exposure to temperatures of 100°C wouldn’t demonstrate exposure to fire. Choice D is incorrect. This choice doesn’t support the claim. Both artifacts K3_9 and K5_106 were exposed to temperatures of less than 200°C. Since campfires typically reach over 400°C, this wouldn’t demonstrate exposure to fire. ","['Artifacts K5_106 and K3_9 were exposed to temperatures above 400°C.', 'Artifacts L5_239 and K3_18 were exposed to temperatures of approximately 550°C and 650°C, respectively.', 'All of the artifacts were exposed to temperatures above 100°C.', 'Artifact K3_9 was exposed to a higher temperature than was artifact K5_106.']",B,M,4,Command of Evidence,Information and Ideas,48.17,15.0,41.0,26.05,43.59,1,"['Flint artifacts dating to 800,000 to 1,000,000 years ago have been recovered from the Evron Quarry in Israel.', 'But Zane Stepka and colleagues recently used a new method to determine whether these artifacts had been exposed to temperatures above 400°C (the typical temperature campfires reach) and concluded that the hominins who inhabited the site may have had control of fire.']",0.34326180815696716
f452410b,"The table shows data from paleontologist Angundefinedlica Torices and colleagues’ 2021 study of two sets of dinosaur tracks preserved in a fossilized lake bed in Spain. The tracks, referred to as La Torre 6A and La Torre 6B, were left by two individual theropods (dinosaurs that walked on two legs). The team’s findings suggest that of the two theropods, the one that left the La Torre 6B tracks had a higher maximum mean speed, ______blank",Which choice most effectively uses data from the table to complete the claim?,"Choice C is the best answer because it most effectively uses data from the table to complete the claim about the tracks left by two therapods. The table indicates that the set of tracks labeled La Torre 6A has an estimated footprint length of 32.8 centimeters, an average stride length of 5.23 meters, and an estimated mean speed of 6.5–10.3 meters per second. For the set of tracks labeled La Torre 6B, on the other hand, the estimated footprint length is 28.9 centimeters, the average stride length is 5.57 meters, and the estimated mean speed is 8.8–12.4 meters per second. Therefore, the therapod that left the La Torre 6B tracks had a shorter footprint and a longer average stride than the one that left the La Torre 6A tracks.Choice A is incorrect. While it is true that of the two therapods, the one that left the La Torre 6B tracks had a longer average stride, it didn’t have a longer footprint: the table shows that its estimated footprint length is 28.9 centimeters, while La Torre 6A’s estimated footprint length is 32.8 centimeters. Choice B is incorrect because the table shows that of the two therapods, the one that left the La Torre 6B tracks had a footprint length estimated at 28.9 centimeters, which is shorter than the 32.8 centimeters estimated for the other set of tracks. Moreover, the therapod that left the La Torre 6B tracks had a longer average stride, not shorter: 5.57 meters, compared with 5.23 meters for the other set of tracks. Choice D is incorrect. While it is true that of the two therapods, the one that left the La Torre 6B tracks had a shorter footprint, it didn’t have a shorter average stride: the table shows that its average stride length is 5.57 meters, while La Torre 6A’s average stride length is 5.23 meters.","['a longer footprint, and a longer average stride.', 'a longer footprint, and a shorter average stride.', 'a shorter footprint, and a longer average stride.', 'a shorter footprint, and a shorter average stride.']",C,E,3,Command of Evidence,Information and Ideas,71.48,10.0,35.7,19.22,31.46,1,"['The table shows data from paleontologist Angundefinedlica Torices and colleagues’ 2021 study of two sets of dinosaur tracks preserved in a fossilized lake bed in Spain.', 'The tracks, referred to as La Torre 6A and La Torre 6B, were left by two individual theropods (dinosaurs that walked on two legs).']",0.29509228467941284
5fb6ed10,"The Land of Enchantment is a 1906 travel book by Lilian Whiting. In the book, which describes the experience of traveling through the southwestern United States by train, Whiting reflects on the escape from everyday life that such a journey provides: ______blank ",Which quotation from The Land of Enchantment most effectively illustrates the claim?,"Choice D is the best answer because. This quotation specifically describes a ""sense of detachment from ordinary day,"" which matches the claim’s focus on ""escape from everyday life.""Choice A is incorrect. While this quotation describes new opportunities associated with Whiting’s experience, it doesn’t frame these opportunities as ""an escape,"" and it doesn’t directly compare Whiting’s journey with ""everyday life."" Choice B is incorrect. While this quotation includes a positive characterization of Whiting’s journey, it doesn’t specifically address the idea of an ""escape from everyday life,"" which is the focus of the claim. Choice C is incorrect. This quotation focuses on where the journey begins, not on how it feels like an ""escape from everyday life.""","['“The opportunities and advantages already offered and constantly increasing are greater than would at first be considered possible.”', '“The social and the picturesque charm of the long journey is singularly enhanced by the leisurely stops made for refreshment.” ', '“The real journey begins, of course, at Chicago, and as these trains leave in the evening the traveller fares forth in the seclusion of his berth.”', '“One experiences a certain sense of detachment from ordinary day and daylight duties that is exhilarating.” ']",D,M,4,Command of Evidence,Information and Ideas,58.62,13.0,28.0,11.61,38.34,1,"['The Land of Enchantment is a 1906 travel book by Lilian Whiting.', 'In the book, which describes the experience of traveling through the southwestern United States by train, Whiting reflects on the escape from everyday life that such a journey provides: ______blank']",
6f626ae5,"“To You” is an 1856 poem by Walt Whitman. In the poem, Whitman suggests that readers, whom he addresses directly, have not fully understood themselves, writing, ______blank",Which quotation from “To You” most effectively illustrates the claim?,"Choice A is the best answer because it presents the quotation that most directly illustrates the claim that Whitman’s poem suggests that its readers haven’t fully understood themselves. This quotation makes that point directly by saying to readers, “You have not known what you are.” The quotation goes on to reinforce this point using a metaphor of sleep, saying that readers have “slumber’d” and that their “eyelids have been the same as closed most of the time.” Choice B is incorrect because this quotation doesn’t suggest that readers haven’t fully understood themselves but instead characterizes readers as “immense” and “interminable.” Although immense and interminable things can be difficult to understand, this quotation doesn’t make that point. Choice C is incorrect because this quotation doesn’t suggest that readers haven’t fully understood themselves but instead conveys the speaker’s regret over not having celebrated readers sooner. In fact, this quotation says nothing at all about readers themselves—it’s focused solely on the speaker’s feelings about readers. Choice D is incorrect because this quotation doesn’t suggest that readers haven’t fully understood themselves; instead, this quotation makes the point that the speaker has understood readers and is determined to create “hymns” about them. ","['“You have not known what you are, you have slumber’d upon yourself / all your life, / Your eyelids have been the same as closed most of the time.”', '“These immense meadows, these interminable rivers, you are immense / and interminable as they.”', '“I should have made my way straight to you long ago, / I should have blabb’d nothing but you, I should have chanted nothing / but you.”', '“I will leave all and come and make the hymns of you, / None has understood you, but I understand you.”']",A,E,3,Command of Evidence,Information and Ideas,57.77,10.0,18.0,7.67,31.41,1,"['“To You” is an 1856 poem by Walt Whitman.', 'In the poem, Whitman suggests that readers, whom he addresses directly, have not fully understood themselves, writing, ______blank']",0.33765801787376404
f39507a3,"One challenge when researching whether holding elected office changes a person’s behavior is the problem of ensuring that the experiment has an appropriate control group. To reveal the effect of holding office, researchers must compare people who hold elected office with people who do not hold office but who are otherwise similar to the office-holders. Since researchers are unable to control which politicians win elections, they therefore ______blank",Which choice most logically completes the text?,"Choice D is the best answer because it presents the conclusion that most logically follows from the text’s discussion of the challenge researchers face when studying the effects of holding elected office on a person’s behavior. The text explains that it’s hard for researchers to test for the effects that elected office has on people because finding people to serve as a control group is difficult. The text indicates that a control group needs to be made up of people who share characteristics of the group being tested but don’t have the variable being tested (in this case, holding elected office). Because researchers aren’t able to influence who wins elections, they’re also unable to determine who would serve as an appropriately similar member of a control group. Thus, it logically follows that researchers will find it difficult to identify a group of people who can function as an appropriate control group for their studies. Choice A is incorrect because the text focuses on the struggle to put together a control group for experiments; it doesn’t suggest that finding information about politicians’ behavior is difficult. Choice B is incorrect because the experiments mentioned in the text are testing the effects of holding elected office on a person’s behavior. Studying people who have already held elected office wouldn’t provide an opportunity to note any behavioral changes that the position might cause. Choice C is incorrect because the text defines people in a control group as those “who are otherwise similar to the office-holders”; selecting people who differ from the office-holders wouldn’t fit the criteria for an appropriate control group. ","['struggle to find valid data about the behavior of politicians who do not currently hold office.', 'can only conduct valid studies with people who have previously held office rather than people who presently hold office.', 'should select a control group of people who differ from office holders in several significant ways.', 'will find it difficult to identify a group of people who can function as an appropriate control group for their studies.']",D,H,6,Inferences,Information and Ideas,48.43,13.0,30.3,20.33,41.7,1,[],0.5590738654136658
